"gene_id","seqnames","start","end","gene_length","cds_count"
"AL1G34220","scaffold_1",9116673,9120746,4074,12
"AL1G34230","scaffold_1",9120977,9127692,6716,21
"AL1G34240","scaffold_1",9127846,9129012,1167,3
"AL1G34250","scaffold_1",9129366,9131336,1971,1
"AL1G34270","scaffold_1",9132996,9135445,2450,3
"AL1G34300","scaffold_1",9138113,9139305,1193,1
"AL1G34310","scaffold_1",9144190,9146656,2467,3
"AL1G34320","scaffold_1",9148094,9150702,2609,3
"AL1G34330","scaffold_1",9152415,9155280,2866,3
"AL1G34340","scaffold_1",9156818,9159340,2523,3
"AL1G34350","scaffold_1",9159368,9160381,1014,1
"AL1G34360","scaffold_1",9162976,9165915,2940,3
"AL1G34370","scaffold_1",9165936,9166875,940,1
"AL1G34380","scaffold_1",9168339,9168801,463,0
"AL1G34410","scaffold_1",9183821,9185262,1442,5
"AL1G34420","scaffold_1",9187769,9188825,1057,2
"AL7G32280","scaffold_1",9192329,9193794,1466,1
"AL1G34430","scaffold_1",9195377,9195682,306,1
"AL1G34440","scaffold_1",9199708,9200636,929,1
"AL1G34450","scaffold_1",9200641,9202860,2220,9
"AL1G34460","scaffold_1",9205393,9207468,2076,6
"AL1G34470","scaffold_1",9208169,9209999,1831,3
"AL1G34480","scaffold_1",9210021,9213064,3044,9
"AL1G34490","scaffold_1",9213475,9215058,1584,2
"AL1G34500","scaffold_1",9216559,9216783,225,1
"AL1G34510","scaffold_1",9218487,9221448,2962,9
"AL1G34520","scaffold_1",9222168,9224580,2413,4
"AL1G34540","scaffold_1",9225740,9228429,2690,6
"AL1G34550","scaffold_1",9229040,9230923,1884,7
"AL1G34560","scaffold_1",9238668,9241420,2753,1
"AL1G34570","scaffold_1",9241433,9242967,1535,4
"AL1G34580","scaffold_1",9245819,9247453,1635,4
"AL1G34590","scaffold_1",9248972,9251552,2581,8
"AL1G34620","scaffold_1",9252702,9253850,1149,2
"AL1G34640","scaffold_1",9254929,9255988,1060,2
"AL1G34650","scaffold_1",9257415,9258629,1215,1
"AL1G34660","scaffold_1",9260138,9260695,558,1
"AL1G34670","scaffold_1",9262967,9263481,515,1
"AL1G34680","scaffold_1",9273982,9274484,503,1
"AL1G34690","scaffold_1",9284803,9286822,2020,2
"AL1G34700","scaffold_1",9290436,9291069,634,1
"AL1G34710","scaffold_1",9292072,9294292,2221,4
"AL1G34720","scaffold_1",9296011,9304644,8634,10
"AL1G34730","scaffold_1",9305606,9309341,3736,10
"AL1G34740","scaffold_1",9310760,9313159,2400,6
"AL1G34750","scaffold_1",9313289,9318203,4915,14
"AL1G34770","scaffold_1",9320237,9327133,6897,13
"AL1G34780","scaffold_1",9327412,9331841,4430,8
"AL1G34790","scaffold_1",9332085,9340353,8269,31
"AL1G34800","scaffold_1",9341495,9344897,3403,7
"AL1G36740","scaffold_1",9347671,9349618,1948,10
"AL1G36730","scaffold_1",9350066,9352194,2129,2
"AL1G34810","scaffold_1",9370587,9371430,844,1
"AL1G34820","scaffold_1",9372342,9376007,3666,9
"AL1G34830","scaffold_1",9377265,9379493,2229,1
"AL1G34840","scaffold_1",9379809,9382098,2290,1
"AL1G34850","scaffold_1",9382401,9385417,3017,12
"AL1G34860","scaffold_1",9386302,9387155,854,1
"AL1G34870","scaffold_1",9387227,9391461,4235,9
"AL1G34880","scaffold_1",9391596,9393446,1851,3
"AL1G34890","scaffold_1",9393586,9395622,2037,7
"AL1G34900","scaffold_1",9395837,9396866,1030,2
"AL1G34910","scaffold_1",9397274,9397978,705,3
"AL1G34920","scaffold_1",9399693,9405920,6228,23
"AL1G34940","scaffold_1",9415353,9419164,3812,4
"AL3G43350","scaffold_1",9416842,9416988,147,0
"AL1G34950","scaffold_1",9419605,9422646,3042,9
"AL1G34960","scaffold_1",9423724,9426043,2320,7
"AL1G34970","scaffold_1",9426050,9426704,655,2
"AL1G34980","scaffold_1",9426799,9428525,1727,4
"AL1G34990","scaffold_1",9428692,9430541,1850,3
"AL1G35010","scaffold_1",9430934,9433873,2940,3
"AL1G35020","scaffold_1",9436045,9437409,1365,2
"AL1G35030","scaffold_1",9440434,9440744,311,1
"AL1G35040","scaffold_1",9441292,9442557,1266,1
"AL1G35050","scaffold_1",9442613,9445433,2821,8
"AL1G35060","scaffold_1",9449418,9449744,327,1
"AL1G35070","scaffold_1",9449891,9451890,2000,5
"AL1G35080","scaffold_1",9452438,9454670,2233,5
"AL1G35090","scaffold_1",9454725,9457274,2550,7
"AL1G35100","scaffold_1",9466204,9467864,1661,4
"AL1G35110","scaffold_1",9475810,9476826,1017,1
"AL1G35120","scaffold_1",9484371,9486331,1961,3
"AL1G35130","scaffold_1",9489907,9490236,330,1
"AL1G35140","scaffold_1",9493192,9493519,328,1
"AL1G35150","scaffold_1",9493542,9495566,2025,2
"AL1G35310","scaffold_1",9496666,9497413,748,1
"AL1G35320","scaffold_1",9498085,9498803,719,1
"AL1G35160","scaffold_1",9500311,9501063,753,1
"AL1G35340","scaffold_1",9501465,9501825,361,2
"AL1G35170","scaffold_1",9503104,9503727,624,2
"AL264U10010","scaffold_1",9504052,9504704,653,1
"AL1G35360","scaffold_1",9505092,9505834,743,1
"AL1G35370","scaffold_1",9506270,9513397,7128,3
"AL1G35190","scaffold_1",9519757,9520752,996,1
"AL1G35200","scaffold_1",9520878,9521109,232,1
"AL1G35230","scaffold_1",9522115,9523006,892,1
"AL1G35220","scaffold_1",9526706,9526936,231,1
"AL1G35210","scaffold_1",9527913,9528833,921,1
"AL1G35240","scaffold_1",9537818,9539770,1953,4
"AL1G35250","scaffold_1",9542602,9543296,695,1
"AL1G35260","scaffold_1",9550472,9550775,304,1
"AL1G35270","scaffold_1",9552140,9552461,322,1
"AL1G35280","scaffold_1",9562849,9563176,328,1
"AL1G35290","scaffold_1",9563519,9565223,1705,2
"AL1G35300","scaffold_1",9565320,9566003,684,1
"AL3G42580","scaffold_1",9579256,9581048,1793,1
"AL264U10030","scaffold_1",9620989,9622052,1064,1
"AL1G35380","scaffold_1",9633383,9637221,3839,8
"AL1G35390","scaffold_1",9641653,9642762,1110,1
"AL1G35400","scaffold_1",9643598,9644588,991,4
"AL1G35410","scaffold_1",9647936,9648470,535,1
"AL1G35420","scaffold_1",9649101,9651648,2548,11
"AL1G53200","scaffold_1",9651289,9651360,72,1
"AL1G35430","scaffold_1",9652469,9656232,3764,4
"AL1G35440","scaffold_1",9658667,9660051,1385,2
"AL1G35460","scaffold_1",9668354,9670519,2166,1
"AL1G35470","scaffold_1",9672004,9673947,1944,2
"AL1G35480","scaffold_1",9674465,9674962,498,2
"AL1G35490","scaffold_1",9676624,9685003,8380,9
"AL1G35500","scaffold_1",9694911,9695473,563,1
"AL1G35510","scaffold_1",9698764,9701418,2655,8
"AL1G35530","scaffold_1",9704448,9705967,1520,6
"AL1G35540","scaffold_1",9706446,9708871,2426,7
"AL1G35550","scaffold_1",9711746,9714436,2691,1
"AL1G35560","scaffold_1",9718137,9721772,3636,11
"AL1G35570","scaffold_1",9724231,9727602,3372,10
"AL1G35580","scaffold_1",9727734,9728816,1083,2
"AL1G35590","scaffold_1",9730706,9734592,3887,12
"AL1G35600","scaffold_1",9738900,9741586,2687,5
"AL1G35610","scaffold_1",9743110,9743859,750,2
"AL1G35620","scaffold_1",9746393,9748491,2099,7
"AL1G35630","scaffold_1",9748504,9750454,1951,5
"AL1G35640","scaffold_1",9760902,9762435,1534,1
"AL1G35650","scaffold_1",9762590,9765766,3177,13
"AL1G35660","scaffold_1",9766437,9769264,2828,11
"AL1G35670","scaffold_1",9771807,9773036,1230,1
"AL1G35680","scaffold_1",9774702,9775881,1180,1
"AL1G35692","scaffold_1",9780206,9782125,1920,5
"AL1G35694","scaffold_1",9783066,9783542,477,2
"AL1G35700","scaffold_1",9784357,9785852,1496,1
"AL1G35710","scaffold_1",9789121,9789983,863,2
"AL1G36770","scaffold_1",9791504,9793037,1534,7
"AL1G35720","scaffold_1",9795776,9796442,667,1
"AL1G35730","scaffold_1",9797615,9803097,5483,18
"AL1G35740","scaffold_1",9804524,9806447,1924,5
"AL1G35750","scaffold_1",9808220,9810814,2595,7
"AL1G35760","scaffold_1",9811102,9813352,2251,2
"AL1G35780","scaffold_1",9815890,9818826,2937,6
"AL1G35790","scaffold_1",9819864,9821617,1754,2
"AL1G35800","scaffold_1",9821891,9823180,1290,1
"AL1G35820","scaffold_1",9823175,9823671,497,1
"AL1G35830","scaffold_1",9825627,9828312,2686,2
"AL1G35840","scaffold_1",9828707,9829631,925,1
"AL1G35850","scaffold_1",9839136,9839913,778,1
"AL1G35860","scaffold_1",9840266,9842715,2450,2
"AL7G52300","scaffold_1",9843260,9843514,255,0
"AL1G35870","scaffold_1",9844967,9849008,4042,2
"AL1G35880","scaffold_1",9851801,9854674,2874,5
"AL1G35890","scaffold_1",9857427,9859219,1793,1
"AL1G35950","scaffold_1",9861098,9863765,2668,9
"AL1G35960","scaffold_1",9864780,9867002,2223,9
"AL1G35970","scaffold_1",9867274,9869093,1820,5
"AL1G35980","scaffold_1",9869643,9872724,3082,12
"AL1G35990","scaffold_1",9880635,9881204,570,1
"AL1G36000","scaffold_1",9881985,9882889,905,2
"AL1G36010","scaffold_1",9887447,9889831,2385,3
"AL1G36040","scaffold_1",9903928,9905284,1357,1
"AL1G36050","scaffold_1",9905295,9907224,1930,3
"AL1G36060","scaffold_1",9907320,9908590,1271,3
"AL1G36070","scaffold_1",9910464,9913407,2944,4
"AL1G36080","scaffold_1",9922632,9924876,2245,4
"AL1G36090","scaffold_1",9925565,9927604,2040,4
"AL1G36100","scaffold_1",9930755,9932986,2232,4
"AL1G36120","scaffold_1",9939266,9940139,874,1
"AL1G36130","scaffold_1",9941564,9943508,1945,2
"AL1G36140","scaffold_1",9950779,9954214,3436,1
"AL1G36150","scaffold_1",9954221,9959336,5116,16
"AL1G36160","scaffold_1",9959769,9960850,1082,4
"AL1G36170","scaffold_1",9962855,9964028,1174,3
"AL1G36180","scaffold_1",9969541,9973058,3518,4
"AL1G36190","scaffold_1",9973137,9973373,237,1
"AL1G36200","scaffold_1",9980780,9985197,4418,15
"AL1G36210","scaffold_1",9985257,9987234,1978,4
"AL1G36220","scaffold_1",9990696,9991430,735,1
"AL1G36230","scaffold_1",9992973,9993801,829,4
"AL1G36240","scaffold_1",9993869,9995836,1968,5
"AL1G36250","scaffold_1",9996675,9998996,2322,4
"AL5G20950","scaffold_1",10035094,10035276,183,1
"AL2G11890","scaffold_1",10035512,10036000,489,2
"AL1G31870","scaffold_1",10037632,10039653,2022,9
"AL1G37050","scaffold_1",10040879,10041907,1029,1
"AL1G36270","scaffold_1",10048114,10051052,2939,3
"AL1G36280","scaffold_1",10051112,10052755,1644,7
"AL1G36290","scaffold_1",10052842,10054832,1991,9
"AL1G36300","scaffold_1",10057542,10061206,3665,7
"AL1G36310","scaffold_1",10064320,10064511,192,1
"AL1G36320","scaffold_1",10065384,10071922,6539,14
"AL1G36330","scaffold_1",10072025,10073417,1393,4
"AL1G36340","scaffold_1",10073644,10075541,1898,2
"AL1G36350","scaffold_1",10075960,10078315,2356,11
"AL1G36360","scaffold_1",10078321,10078932,612,1
"AL1G36370","scaffold_1",10081144,10083646,2503,2
"AL1G36380","scaffold_1",10083867,10084910,1044,3
"AL1G36390","scaffold_1",10084918,10087381,2464,7
"AL1G36400","scaffold_1",10088209,10094232,6024,14
"AL1G36420","scaffold_1",10100508,10102673,2166,5
"AL1G36430","scaffold_1",10103744,10106338,2595,2
"AL1G36440","scaffold_1",10106600,10108235,1636,2
"AL1G36450","scaffold_1",10107163,10108508,1346,2
"AL1G36460","scaffold_1",10108683,10109352,670,1
"AL1G36470","scaffold_1",10112140,10114802,2663,6
"AL1G36480","scaffold_1",10122887,10125348,2462,6
"AL1G36490","scaffold_1",10145630,10150399,4770,11
"AL1G36500","scaffold_1",10150641,10153331,2691,8
"AL1G36510","scaffold_1",10153425,10155619,2195,9
"AL1G36520","scaffold_1",10155851,10158686,2836,1
"AL1G36530","scaffold_1",10159044,10160596,1553,4
"AL1G36540","scaffold_1",10160763,10162878,2116,5
"AL1G36550","scaffold_1",10163398,10164197,800,1
"AL1G36560","scaffold_1",10167747,10168751,1005,3
"AL1G36570","scaffold_1",10172258,10173892,1635,3
"AL1G36580","scaffold_1",10176425,10178935,2511,4
"AL1G36590","scaffold_1",10180188,10190145,9958,9
"AL1G36600","scaffold_1",10193679,10196108,2430,3
"AL1G36610","scaffold_1",10201412,10202373,962,1
"AL1G36620","scaffold_1",10205067,10205779,713,1
"AL1G36630","scaffold_1",10206203,10208394,2192,4
"AL1G36640","scaffold_1",10212053,10213969,1917,7
"AL1G36650","scaffold_1",10218329,10221636,3308,6
"AL1G36660","scaffold_1",10226822,10231355,4534,11
"AL1G36670","scaffold_1",10241421,10242096,676,3
"AL1G36680","scaffold_1",10242131,10243825,1695,5
"AL1G36690","scaffold_1",10245430,10246037,608,2
"AL1G36790","scaffold_1",10247553,10248360,808,2
"AL1G36800","scaffold_1",10249328,10250330,1003,3
"AL1G36810","scaffold_1",10259082,10259628,547,1
"AL1G36820","scaffold_1",10261716,10262735,1020,2
"AL3G44270","scaffold_1",10264062,10265003,942,2
"AL1G36830","scaffold_1",10271005,10272746,1742,4
"AL1G36840","scaffold_1",10273664,10276937,3274,10
"AL1G36850","scaffold_1",10277135,10280797,3663,10
"AL1G36860","scaffold_1",10281065,10285715,4651,18
"AL1G36870","scaffold_1",10288384,10290705,2322,2
"AL1G36880","scaffold_1",10294972,10295680,709,1
"AL1G36920","scaffold_1",10299412,10300321,910,1
"AL7G35910","scaffold_1",10300748,10301325,578,1
"AL1G36990","scaffold_1",10309285,10312517,3233,2
"AL1G37000","scaffold_1",10312934,10313645,712,1
"AL1G37010","scaffold_1",10314252,10317311,3060,4
"AL1G37020","scaffold_1",10317403,10325106,7704,20
"AL1G37030","scaffold_1",10326314,10328357,2044,6
"AL1G37040","scaffold_1",10328792,10330553,1762,5
"AL1G31860","scaffold_1",10334488,10335552,1065,1
"AL1G37060","scaffold_1",10339138,10341137,2000,9
"AL1G37070","scaffold_1",10341343,10342005,663,1
"AL1G37080","scaffold_1",10342263,10343945,1683,8
"AL1G37100","scaffold_1",10347404,10350704,3301,13
"AL1G37110","scaffold_1",10352359,10354408,2050,5
"AL1G37120","scaffold_1",10356068,10358766,2699,8
"AL1G12420","scaffold_1",10371519,10371715,197,0
"AL1G37130","scaffold_1",10373162,10374620,1459,2
"AL1G37140","scaffold_1",10375471,10378453,2983,7
"AL1G37150","scaffold_1",10381079,10381873,795,1
"AL1G37160","scaffold_1",10384477,10386385,1909,8
"AL1G37170","scaffold_1",10386596,10391897,5302,5
"AL1G37180","scaffold_1",10401712,10403040,1329,1
"AL1G37190","scaffold_1",10408399,10411105,2707,6
"AL1G37200","scaffold_1",10411300,10411928,629,1
"AL1G37210","scaffold_1",10413687,10415740,2054,7
"AL7G30750","scaffold_1",10416824,10417225,402,2
"AL1G37230","scaffold_1",10418758,10421370,2613,4
"AL1G37250","scaffold_1",10427771,10430971,3201,8
"AL1G37260","scaffold_1",10431064,10433468,2405,6
"AL1G37270","scaffold_1",10433486,10435230,1745,5
"AL1G37290","scaffold_1",10438046,10438992,947,1
"AL1G37300","scaffold_1",10439006,10442381,3376,8
"AL1G37310","scaffold_1",10443433,10445233,1801,4
"AL1G37320","scaffold_1",10445235,10447039,1805,5
"AL3G50790","scaffold_1",10448892,10448970,79,0
"AL1G37330","scaffold_1",10449103,10450541,1439,5
"AL1G37340","scaffold_1",10453900,10455395,1496,4
"AL1G37350","scaffold_1",10455669,10457125,1457,5
"AL1G37370","scaffold_1",10474206,10475865,1660,4
"AL1G37380","scaffold_1",10476187,10477816,1630,5
"AL1G37390","scaffold_1",10478743,10479267,525,0
"AL1G37400","scaffold_1",10485971,10487078,1108,5
"AL1G37410","scaffold_1",10487616,10489302,1687,5
"AL1G37420","scaffold_1",10490039,10493268,3230,5
"AL1G37430","scaffold_1",10493448,10495017,1570,5
"AL1G37440","scaffold_1",10495572,10496929,1358,5
"AL1G37450","scaffold_1",10497318,10500398,3081,14
"AL1G37460","scaffold_1",10504119,10505344,1226,1
"AL1G37470","scaffold_1",10516573,10517529,957,1
"AL1G37480","scaffold_1",10521976,10524565,2590,8
"AL1G37490","scaffold_1",10524571,10526202,1632,4
"AL1G37500","scaffold_1",10526605,10527995,1391,2
"AL1G37510","scaffold_1",10529253,10531376,2124,1
"AL1G37520","scaffold_1",10532395,10533366,972,1
"AL1G37530","scaffold_1",10535828,10537584,1757,1
"AL1G37550","scaffold_1",10539143,10541351,2209,4
"AL1G37560","scaffold_1",10541359,10544176,2818,10
"AL1G37570","scaffold_1",10553051,10555732,2682,9
"AL1G37580","scaffold_1",10555737,10556864,1128,1
"AL1G37590","scaffold_1",10557056,10558184,1129,1
"AL1G37600","scaffold_1",10558525,10559906,1382,1
"AL1G37610","scaffold_1",10560016,10562308,2293,5
"AL1G37620","scaffold_1",10569532,10573138,3607,3
"AL1G37630","scaffold_1",10573474,10576179,2706,7
"AL1G37640","scaffold_1",10576196,10578322,2127,6
"AL1G37650","scaffold_1",10578659,10585010,6352,18
"AL1G37660","scaffold_1",10590504,10594571,4068,13
"AL1G37670","scaffold_1",10597952,10599691,1740,6
"AL1G37710","scaffold_1",10613180,10614743,1564,7
"AL1G37720","scaffold_1",10615941,10619606,3666,7
"AL1G37740","scaffold_1",10621149,10622635,1487,1
"AL1G37750","scaffold_1",10623643,10624103,461,1
"AL7G49570","scaffold_1",10627035,10627883,849,2
"AL1G37760","scaffold_1",10631604,10632397,794,2
"AL1G37780","scaffold_1",10637897,10638965,1069,2
"AL1G37790","scaffold_1",10640483,10644248,3766,2
"AL1G37810","scaffold_1",10644453,10646304,1852,5
"AL1G37850","scaffold_1",10646492,10649978,3487,5
"AL1G37860","scaffold_1",10650203,10651612,1410,4
"AL1G37870","scaffold_1",10651946,10655377,3432,10
"AL1G37890","scaffold_1",10656082,10658681,2600,9
"AL1G37900","scaffold_1",10658882,10660563,1682,3
"AL1G37910","scaffold_1",10661106,10662737,1632,2
"AL1G37920","scaffold_1",10663592,10665020,1429,1
"AL1G37930","scaffold_1",10665032,10668031,3000,10
"AL1G37940","scaffold_1",10669877,10671338,1462,1
"AL8G12830","scaffold_1",10672205,10673318,1114,3
"AL1G37950","scaffold_1",10673975,10675319,1345,1
"AL1G37960","scaffold_1",10694878,10695373,496,1
"AL1G37970","scaffold_1",10698622,10699847,1226,2
"AL1G37980","scaffold_1",10707462,10710191,2730,2
"AL1G37990","scaffold_1",10711039,10714490,3452,7
"AL1G38000","scaffold_1",10715271,10716823,1553,1
"AL1G38010","scaffold_1",10718931,10721608,2678,8
"AL1G38020","scaffold_1",10721655,10728732,7078,21
"AL1G38030","scaffold_1",10731239,10733110,1872,4
"AL1G38040","scaffold_1",10733675,10735198,1524,4
"AL1G38050","scaffold_1",10735833,10736550,718,4
"AL1G38070","scaffold_1",10738166,10738523,358,2
"AL1G38090","scaffold_1",10739768,10747276,7509,17
"AL1G38110","scaffold_1",10750742,10752080,1339,5
"AL1G38120","scaffold_1",10753334,10753786,453,2
"AL1G38130","scaffold_1",10755413,10756361,949,2
"AL1G38150","scaffold_1",10765439,10767165,1727,1
"AL1G38200","scaffold_1",10774061,10775234,1174,4
"AL1G38240","scaffold_1",10783004,10785751,2748,5
"AL1G38250","scaffold_1",10790661,10792879,2219,1
"AL1G38260","scaffold_1",10794862,10797513,2652,1
"AL1G38285","scaffold_1",10797968,10805903,7936,6
"AL1G38290","scaffold_1",10806852,10811845,4994,5
"AL1G38300","scaffold_1",10814904,10820602,5699,6
"AL3G41580","scaffold_1",10823031,10826163,3133,2
"AL1G38330","scaffold_1",10826590,10829616,3027,14
"AL1G38340","scaffold_1",10829919,10830100,182,1
"AL1G38350","scaffold_1",10830642,10831856,1215,2
"AL1G38370","scaffold_1",10851755,10852941,1187,4
"AL1G38380","scaffold_1",10852997,10854798,1802,5
"AL1G38390","scaffold_1",10856703,10860742,4040,3
"AL1G38400","scaffold_1",10861371,10863743,2373,4
"AL1G38410","scaffold_1",10863750,10867757,4008,4
"AL1G38420","scaffold_1",10868689,10871376,2688,8
"AL1G38430","scaffold_1",10871379,10873265,1887,7
"AL1G38440","scaffold_1",10874044,10874932,889,2
"AL1G38450","scaffold_1",10875770,10876928,1159,2
"AL1G38460","scaffold_1",10879918,10883600,3683,5
"AL8G21090","scaffold_1",10884052,10886906,2855,7
"AL1G38480","scaffold_1",10896278,10898556,2279,7
"AL7G43550","scaffold_1",10903104,10904901,1798,1
"AL1G38500","scaffold_1",10905790,10908399,2610,7
"AL1G38510","scaffold_1",10909275,10909891,617,1
"AL1G38520","scaffold_1",10909938,10912567,2630,13
"AL1G38530","scaffold_1",10912819,10925787,12969,27
"AL1G38580","scaffold_1",10940665,10942681,2017,5
"AL1G38590","scaffold_1",10949668,10951084,1417,3
"AL1G38600","scaffold_1",10957970,10959355,1386,2
"AL1G38610","scaffold_1",10963058,10968097,5040,8
"AL1G38620","scaffold_1",10978165,10980009,1845,1
"AL1G38630","scaffold_1",10986521,10987410,890,1
"AL1G38640","scaffold_1",10988917,10990984,2068,4
"AL1G38650","scaffold_1",10994589,10995783,1195,4
"AL1G38660","scaffold_1",10995950,10997378,1429,3
"AL1G38670","scaffold_1",10997481,10999386,1906,1
"AL1G38680","scaffold_1",11000183,11000888,706,3
"AL1G38690","scaffold_1",11001520,11003469,1950,4
"AL1G38700","scaffold_1",11003706,11004398,693,2
"AL1G38710","scaffold_1",11004915,11007798,2884,2
"AL1G38720","scaffold_1",11007884,11009973,2090,10
"AL1G38730","scaffold_1",11010475,11012104,1630,2
"AL1G38740","scaffold_1",11013367,11016627,3261,6
"AL1G38750","scaffold_1",11022932,11027800,4869,3
"AL1G38760","scaffold_1",11028026,11029379,1354,4
"AL1G38770","scaffold_1",11030814,11032048,1235,4
"AL1G38800","scaffold_1",11047090,11053113,6024,9
"AL1G38860","scaffold_1",11084484,11086154,1671,4
"AL1G38830","scaffold_1",11136586,11136914,329,2
"AL1G38810","scaffold_1",11139441,11140207,767,3
"AL1G38870","scaffold_1",11142096,11145356,3261,7
"AL1G38880","scaffold_1",11145854,11146753,900,1
"AL1G38890","scaffold_1",11146757,11150486,3730,6
"AL1G38900","scaffold_1",11160913,11162367,1455,2
"AL1G38910","scaffold_1",11163636,11165384,1749,3
"AL1G38930","scaffold_1",11176104,11177713,1610,3
"AL1G38940","scaffold_1",11188744,11190528,1785,1
"AL1G38950","scaffold_1",11190676,11192469,1794,1
"AL1G38960","scaffold_1",11192495,11193855,1361,4
"AL1G38970","scaffold_1",11194066,11195579,1514,3
"AL1G38980","scaffold_1",11195595,11199242,3648,12
"AL1G38990","scaffold_1",11204262,11205481,1220,1
"AL1G39000","scaffold_1",11206327,11207118,792,1
"AL1G39010","scaffold_1",11207134,11211912,4779,15
"AL1G39024","scaffold_1",11213565,11214955,1391,4
"AL1G39030","scaffold_1",11216138,11220730,4593,11
"AL1G39040","scaffold_1",11221761,11222515,755,1
"AL1G39050","scaffold_1",11222528,11224423,1896,5
"AL1G39060","scaffold_1",11224740,11226133,1394,5
"AL1G39070","scaffold_1",11226300,11228300,2001,6
"AL1G39080","scaffold_1",11228478,11229971,1494,1
"AL1G39090","scaffold_1",11230204,11232596,2393,12
"AL1G39100","scaffold_1",11232605,11234112,1508,5
"AL1G39110","scaffold_1",11240363,11244444,4082,3
"AL1G39120","scaffold_1",11244749,11246412,1664,1
"AL1G39130","scaffold_1",11248239,11249099,861,1
"AL1G39140","scaffold_1",11249696,11251267,1572,1
"AL1G39150","scaffold_1",11251986,11254655,2670,2
"AL1G39160","scaffold_1",11255083,11257216,2134,1
"AL1G39170","scaffold_1",11264167,11267674,3508,11
"AL1G39180","scaffold_1",11276643,11278544,1902,4
"AL1G39190","scaffold_1",11278897,11282112,3216,8
"AL1G39200","scaffold_1",11282306,11284030,1725,9
"AL1G39210","scaffold_1",11284167,11286529,2363,9
"AL1G39220","scaffold_1",11286930,11288707,1778,3
"AL1G39230","scaffold_1",11290632,11292099,1468,1
"AL1G39240","scaffold_1",11292108,11293940,1833,1
"AL1G39260","scaffold_1",11294069,11295693,1625,7
"AL1G39270","scaffold_1",11295759,11296918,1160,5
"AL1G39280","scaffold_1",11297323,11300296,2974,6
"AL1G39330","scaffold_1",11305775,11307523,1749,1
"AL1G39310","scaffold_1",11308960,11323179,14220,35
"AL1G39300","scaffold_1",11337102,11338523,1422,4
"AL1G39340","scaffold_1",11346495,11348290,1796,1
"AL1G39360","scaffold_1",11353730,11355819,2090,2
"AL5G21220","scaffold_1",11362161,11362372,212,1
"AL1G39370","scaffold_1",11365806,11367472,1667,1
"AL1G39380","scaffold_1",11374676,11376511,1836,1
"AL1G39390","scaffold_1",11376851,11380863,4013,12
"AL1G39400","scaffold_1",11381112,11383263,2152,5
"AL1G39410","scaffold_1",11387876,11388914,1039,3
"AL1G39420","scaffold_1",11389101,11395483,6383,14
"AL1G39430","scaffold_1",11396100,11397918,1819,5
"AL1G39440","scaffold_1",11414875,11416995,2121,7
"AL1G39450","scaffold_1",11417052,11419171,2120,6
"AL1G39470","scaffold_1",11426903,11430086,3184,1
"AL1G39480","scaffold_1",11430094,11432348,2255,8
"AL1G39490","scaffold_1",11433898,11438816,4919,2
"AL1G39500","scaffold_1",11443364,11446889,3526,13
"AL1G39510","scaffold_1",11446893,11448136,1244,1
"AL1G39520","scaffold_1",11448339,11449704,1366,3
"AL1G39530","scaffold_1",11450231,11452012,1782,1
"AL1G39550","scaffold_1",11462308,11463890,1583,6
"AL1G39560","scaffold_1",11467680,11471619,3940,11
"AL1G39570","scaffold_1",11471717,11474009,2293,8
"AL1G39580","scaffold_1",11474114,11481782,7669,33
"AL1G39590","scaffold_1",11485728,11488721,2994,8
"AL1G39600","scaffold_1",11489584,11493634,4051,8
"AL1G39610","scaffold_1",11493918,11494519,602,1
"AL1G39620","scaffold_1",11494532,11499723,5192,11
"AL1G39630","scaffold_1",11503031,11504342,1312,1
"AL1G39640","scaffold_1",11504556,11506292,1737,9
"AL1G39650","scaffold_1",11506358,11509388,3031,11
"AL1G39660","scaffold_1",11509534,11515632,6099,20
"AL1G39670","scaffold_1",11519575,11523078,3504,8
"AL1G39680","scaffold_1",11523149,11524540,1392,4
"AL1G39690","scaffold_1",11524547,11526810,2264,7
"AL1G39700","scaffold_1",11526993,11529366,2374,6
"AL1G39710","scaffold_1",11530153,11531408,1256,1
"AL1G39720","scaffold_1",11535627,11538748,3122,5
"AL1G39730","scaffold_1",11540034,11543588,3555,9
"AL1G39740","scaffold_1",11552105,11553468,1364,1
"AL1G39750","scaffold_1",11557942,11559478,1537,4
"AL1G39760","scaffold_1",11561342,11566854,5513,15
"AL1G39770","scaffold_1",11568872,11571353,2482,7
"AL1G39780","scaffold_1",11571375,11573917,2543,12
"AL1G39790","scaffold_1",11575025,11576781,1757,1
"AL1G39800","scaffold_1",11577972,11580674,2703,7
"AL1G39810","scaffold_1",11581048,11584915,3868,12
"AL1G39820","scaffold_1",11585081,11587906,2826,6
"AL1G39830","scaffold_1",11593107,11595124,2018,1
"AL1G39840","scaffold_1",11595700,11597163,1464,5
"AL1G39850","scaffold_1",11599610,11601467,1858,2
"AL1G39860","scaffold_1",11606821,11608552,1732,2
"AL1G39870","scaffold_1",11611490,11613243,1754,2
"AL1G39880","scaffold_1",11615295,11615945,651,1
"AL1G39890","scaffold_1",11620135,11621260,1126,1
"AL1G39900","scaffold_1",11624579,11626513,1935,6
"AL1G39910","scaffold_1",11626575,11628907,2333,6
"AL1G39920","scaffold_1",11629873,11631060,1188,1
"AL1G39930","scaffold_1",11637824,11640449,2626,4
